lastName,fundingOrganization,programName,totalFunding,currency,researcherDesignation,firstName,otherFundingOrganization,Competitive,fundingStartDate,fundingEndDate,associate,department,title,fundingRole
Khan,Hamilton Health Sciences Foundation,Research Strategic Initiative,300000,Canadian dollar,Other,Sarah,,TRUE,2018-07-01,2022-07-01,FALSE,,,
Khan,Michael DeGroote Institute for Infectious Disease Research,Seed Funding Prograk,40000,Canadian dollar,Other,Sarah,Michael DeGroote Institute for Infectious Disease Research,TRUE,2016-08-01,2018-03-01,FALSE,,,
Khan,Infectious Diseases Society of America,Travel Grant,1000,United States dollar,Other,Sarah,,TRUE,2014-10-01,2014-10-01,FALSE,,,
Kurmi,McMaster University,Internal career Award,90000,Canadian dollar,Other,Om,,TRUE,2018-06-01,2021-05-01,FALSE,Internal - Investigator,Principal Investigator,
Kurmi,"University of Oxford (Oxford, UK)",Population Health,46936,Pound sterling,Other,Om,,TRUE,2016-07-01,2017-05-01,FALSE,Internal - Investigator,Principal Investigator,
Kurmi,Medical Research Council UK,Population Health,597706,Pound sterling,Other,Om,Medical Research Council UK,TRUE,2017-03-01,2019-02-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),,1495000,Canadian dollar,Scientist,Andre,,TRUE,2020-04-01,2023-04-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),,2745000,Canadian dollar,Scientist,Andre,,TRUE,2019-04-01,2022-04-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Astra Zeneca Inc.,Astra Zeneca Inc.,23735,Canadian dollar,Scientist,Andre,,FALSE,2013-02-01,2018-02-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),CIHR,255000,Canadian dollar,Scientist,Andre,,TRUE,2018-06-01,2020-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),CIHR,4840000,Canadian dollar,Scientist,Andre,,TRUE,2017-04-01,2021-03-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),CIHR,5339538,Canadian dollar,Scientist,Andre,,TRUE,2018-09-01,2025-09-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),CIHR,8439205,Canadian dollar,Scientist,Andre,,TRUE,2015-07-01,2022-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Heart and Stroke Foundation of Canada (HSFC),COP-AF,200000,Canadian dollar,Scientist,Andre,,TRUE,2017-01-01,2018-11-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),COP-AF,2590000,Canadian dollar,Scientist,Andre,,TRUE,2019-10-01,2022-10-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),COP-AF,3496584,Canadian dollar,Scientist,Andre,,TRUE,2017-01-01,2018-11-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,McMaster University,Department of Surgery,29200,Canadian dollar,Scientist,Andre,,FALSE,2017-10-01,2018-10-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,McMaster University,Department of Surgery,140041,Canadian dollar,Scientist,Andre,,FALSE,2013-01-01,2015-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Heart and Stroke Foundation of Canada (HSFC),Grant in Aid,300000,Canadian dollar,Scientist,Andre,,TRUE,2016-05-01,2019-04-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Heart and Stroke Foundation of Canada (HSFC),H&S,29711000,Canadian dollar,Scientist,Andre,,TRUE,2017-06-01,2020-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Heart and Stroke Foundation of Canada (HSFC),HSFC,291700,Canadian dollar,Scientist,Andre,,TRUE,2018-06-01,2021-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,"Amgen Canada Inc (Mississauga, ON)",Industry Sponsored,8636,Canadian dollar,Scientist,Andre,,FALSE,2013-01-01,2015-01-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Alfred Hospital (The) (Australia),Industry Sponsored,20000,Canadian dollar,Scientist,Andre,,FALSE,2001-11-01,2013-11-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,JSS Medical Research,Industry Sponsored,24960,Canadian dollar,Scientist,Andre,,FALSE,2011-09-01,2012-12-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Schering-Plough Research Institute,Industry Sponsored,50000,Canadian dollar,Scientist,Andre,,FALSE,2005-11-01,2009-12-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,National Institutes of Health (NIH) (USA),Industry Sponsored,70000,Canadian dollar,Scientist,Andre,,TRUE,2003-03-01,2016-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,CSL Behring AG,Industry Sponsored,81480,Canadian dollar,Scientist,Andre,,FALSE,2012-01-01,2013-01-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,"Amgen Canada Inc (Mississauga, ON)",Industry Sponsored,83586,Canadian dollar,Scientist,Andre,,FALSE,2013-01-01,2013-12-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Schering-Plough Research Institute,Industry Sponsored,145500,Canadian dollar,Scientist,Andre,,FALSE,2008-01-01,2011-01-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,AstraZeneca Canada Inc.,Industry Sponsored,145964,Canadian dollar,Scientist,Andre,,FALSE,2010-04-01,2014-01-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Sankyo Pharma Inc. (USA),Industry Sponsored,150000,Canadian dollar,Scientist,Andre,,TRUE,2009-08-01,2013-08-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Astra Zeneca Inc.,Industry Sponsored,150000,Canadian dollar,Scientist,Andre,,FALSE,2010-06-01,2015-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Astra Zeneca Inc.,Industry Sponsored,183600,Canadian dollar,Scientist,Andre,,FALSE,2010-10-01,2014-03-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Schering-Plough Research Institute,Industry Sponsored,200000,Canadian dollar,Scientist,Andre,,FALSE,2009-06-01,2010-08-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,"F. Hoffmann-la Roche Ltd. (Basel, Switzerland)",Industry Sponsored,219804,Canadian dollar,Scientist,Andre,,FALSE,2010-12-01,2012-07-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Eli Lilly Canada Inc.,Industry Sponsored,319369,Canadian dollar,Scientist,Andre,,FALSE,2012-10-01,2016-09-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,"Amgen Canada Inc (Mississauga, ON)",Industry Sponsored,368246,Canadian dollar,Scientist,Andre,,FALSE,2013-11-01,2016-11-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,McMaster University,McMaster University,28017,Canadian dollar,Scientist,Andre,,TRUE,2017-10-01,2018-07-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Montreal Institute of Cardiology,MIC,1445000,Canadian dollar,Scientist,Andre,,FALSE,2013-05-01,2015-12-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Ontario Ministry of Health and Long-Term Care,Ministry of Health,743083,Canadian dollar,Scientist,Andre,,TRUE,2016-04-01,2019-03-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,0,Canadian dollar,Scientist,Andre,,TRUE,2014-04-01,2016-08-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,4000,Canadian dollar,Scientist,Andre,,TRUE,2013-08-01,2015-08-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,24991,Canadian dollar,Scientist,Andre,,TRUE,2014-10-01,2015-10-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Population Health Research Institute (PHRI),Operating Grant,29000,Canadian dollar,Scientist,Andre,,TRUE,2012-01-01,2014-01-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Hamilton Academic Health Sciences Organization,Operating Grant,161083,Canadian dollar,Scientist,Andre,,TRUE,2014-01-01,2016-01-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Heart and Stroke Foundation of Canada (HSFC),Operating Grant,210000,Canadian dollar,Scientist,Andre,,TRUE,2015-07-01,2018-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,263980,Canadian dollar,Scientist,Andre,,TRUE,2014-10-01,2019-10-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Heart and Stroke Foundation of Ontario (The) (HSFO),Operating Grant,280000,Canadian dollar,Scientist,Andre,,TRUE,2015-07-01,2018-07-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Heart and Stroke Foundation of Canada (HSFC),Operating Grant,298060,Canadian dollar,Scientist,Andre,,TRUE,2014-04-01,2017-03-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Bayer HealthCareAG,Operating Grant,301705,Canadian dollar,Scientist,Andre,,FALSE,2013-02-01,2018-12-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,393100,Canadian dollar,Scientist,Andre,,TRUE,2009-07-01,2014-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,492898,Canadian dollar,Scientist,Andre,,TRUE,2014-10-01,2016-09-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,625000,Canadian dollar,Scientist,Andre,,TRUE,2012-04-01,2017-03-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,AstraZeneca Canada Inc.,Operating Grant,650000,Canadian dollar,Scientist,Andre,,FALSE,2008-12-01,2010-12-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,797676,Canadian dollar,Scientist,Andre,,TRUE,2012-04-01,2015-04-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,809494,Canadian dollar,Scientist,Andre,,TRUE,2015-07-01,2018-07-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,881348,Canadian dollar,Scientist,Andre,,TRUE,2014-09-01,2018-08-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,890000,Canadian dollar,Scientist,Andre,,TRUE,2020-08-01,2022-08-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,2484681,Canadian dollar,Scientist,Andre,,TRUE,2014-03-01,2019-03-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,2960157,Canadian dollar,Scientist,Andre,,TRUE,2012-04-01,2017-03-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,3684006,Canadian dollar,Scientist,Andre,,TRUE,2012-04-01,2016-03-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,4924122,Canadian dollar,Scientist,Andre,,TRUE,2010-02-01,2015-05-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,5831651,Canadian dollar,Scientist,Andre,,TRUE,2014-10-01,2020-09-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Operating Grant,6580411,Canadian dollar,Scientist,Andre,,TRUE,2007-03-01,2014-09-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Project Grant,1495000,Canadian dollar,Scientist,Andre,,TRUE,2020-10-01,2023-10-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Project Grant,1498279,Canadian dollar,Scientist,Andre,,TRUE,2020-10-01,2024-04-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Project Grant,2895000,Canadian dollar,Scientist,Andre,,TRUE,2020-08-01,2026-08-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Project Grant,2955000,Canadian dollar,Scientist,Andre,,TRUE,2020-06-01,2024-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Canadian Institutes of Health Research (CIHR),Project Grant,4975000,Canadian dollar,Scientist,Andre,,TRUE,2020-08-01,2024-08-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,"Quark Biotech, Inc.",QUARK,421845,Canadian dollar,Scientist,Andre,,FALSE,2015-12-01,2018-03-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,"Quark Biotech, Inc.",QUARK-309,750000,Canadian dollar,Scientist,Andre,,TRUE,2018-11-01,2021-11-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Ontario SPOR SUPPORT Unit (OSSU) IMPACT,SPOR,1849614,Canadian dollar,Scientist,Andre,Ontario SPOR SUPPORT Unit (OSSU) IMPACT,TRUE,2015-07-01,2018-07-01,FALSE,Internal - Investigator,Principal Investigator,
Lamy,Ontario Centres of Excellence,Stream II Pre-Market Evaluation,499313,Canadian dollar,Scientist,Andre,,TRUE,2017-01-01,2020-01-01,FALSE,Internal - Investigator,Principal Investigator,
Lanktree,McLaughlin Centre for Molecular Medicine (ON),Accelerator Grant,85000,Canadian dollar,Scientist,Matthew,,TRUE,2018-07-01,2019-06-01,FALSE,,,
Lanktree,Hamilton Academic Health Sciences Organization,Innovation grant,190476,Canadian dollar,Scientist,Matthew,,TRUE,2021-01-01,2023-12-01,FALSE,,,
Lanktree,Hamilton Academic Health Sciences Organization,Innovation grant,191832,Canadian dollar,Scientist,Matthew,,TRUE,2024-07-01,2026-06-01,FALSE,,,
Lanktree,Kidney Foundation of Canada (KFC),Kidney Health Research Grant,100000,Canadian dollar,Scientist,Matthew,,TRUE,2022-01-01,2024-01-01,FALSE,,,
Lanktree,Kidney Foundation of Canada (KFC),Kidney Health Research Grant,100000,Canadian dollar,Scientist,Matthew,,TRUE,2022-07-01,2024-06-01,FALSE,,,
Lanktree,American Society of Nephrology (The),KidneyCure Carl W. Gottschalk Research Scholar Grant,200000,United States dollar,Scientist,Matthew,,TRUE,2023-09-01,2025-06-01,FALSE,,,
Lanktree,Kidney Foundation of Canada (KFC),KRESCENT New Investigator Award,25000,Canadian dollar,Scientist,Matthew,,TRUE,2019-07-01,2022-06-01,FALSE,,,
Lanktree,Hamilton Health Sciences Foundation,New Investigator Fund,50000,Canadian dollar,Scientist,Matthew,,TRUE,2019-07-01,2021-06-01,FALSE,,,
Lanktree,Canadian Institutes of Health Research (CIHR),Project Grant,251250,Canadian dollar,Scientist,Matthew,,TRUE,2020-06-01,2024-05-01,FALSE,,,
Lanktree,Canadian Institutes of Health Research (CIHR),Project Grant,420000,Canadian dollar,Scientist,Matthew,,TRUE,2021-08-01,2025-07-01,FALSE,,,
Lanktree,Canadian Institutes of Health Research (CIHR),Project Grant,638776,Canadian dollar,Scientist,Matthew,,TRUE,2020-07-01,2024-06-01,FALSE,,,
Leonardi,CanSAGE - Canadian Society for the Advancement of Gynecologic Excellence,,2500,Canadian dollar,Other,Mathew,CanSAGE - Canadian Society for the Advancement of Gynecologic Excellence,TRUE,2021-09-01,2022-08-01,FALSE,,,
Leonardi,Sydney Medical School Foundation,Fellowship grant,220000,Australian dollar,Other,Mathew,Sydney Medical School Foundation,TRUE,2018-03-01,2022-03-01,FALSE,,,
Leonardi,Australian Woman and Children's Foundation,Research Foundation Grant,15000,Australian dollar,Other,Mathew,Australian Woman and Children's Foundation,TRUE,2019-11-01,2020-11-01,FALSE,,,
Leonardi,Australasian Gynaecological Endoscopy and Surgery Society,Research Grant,9570,Australian dollar,Other,Mathew,Australasian Gynaecological Endoscopy and Surgery Society,TRUE,2020-01-01,2021-01-01,FALSE,,,
Leonardi,Canada's Academic Health Sciences Centres (AHSC),Research Grant,14989,Canadian dollar,Other,Mathew,,TRUE,2017-03-01,2019-02-01,FALSE,,,
Leonardi,Royal College of Physicians and Surgeons of Canada (The),Traveling Fellowship,21000,Canadian dollar,Other,Mathew,,TRUE,2017-10-01,2018-09-01,FALSE,,,
Leong,University of Adelaide,,2200,Australian dollar,Senior Scientist,Darryl,University of Adelaide,TRUE,2009-04-01,2010-03-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Royal Adelaide Hospital and Institute of Medical and Veterinary Science,,15000,Australian dollar,Senior Scientist,Darryl,Royal Adelaide Hospital and Institute of Medical and Veterinary Science,TRUE,2008-02-01,2011-02-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,McMaster University,,463489,Canadian dollar,Senior Scientist,Darryl,,FALSE,2024-02-01,2026-02-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Canadian Institutes of Health Research (CIHR),,540000,Canadian dollar,Senior Scientist,Darryl,,TRUE,2024-01-01,2029-01-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Department of Defense,,920262,United States dollar,Senior Scientist,Darryl,Department of Defense,TRUE,2024-05-01,2027-05-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Medtronic,Bakken Fellowship,40000,Australian dollar,Senior Scientist,Darryl,,FALSE,2010-12-01,2012-12-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Pfizer Australia,Cardiovascular Lipid Research Grant,50000,Australian dollar,Senior Scientist,Darryl,,TRUE,2006-02-01,2007-01-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Pfizer Australia,Cardiovascular Travel Grant,2000,Australian dollar,Senior Scientist,Darryl,,TRUE,2010-08-01,2010-09-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Canadian Institutes of Health Research (CIHR),COVID-19,2066870,Canadian dollar,Senior Scientist,Darryl,,TRUE,2020-06-01,2021-06-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Government of Ontario,Early Researcher Award,150000,Canadian dollar,Senior Scientist,Darryl,Government of Ontario,TRUE,2019-12-01,2020-11-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Canadian Institutes of Health Research (CIHR),Emerging COVID-19 Research Gaps and Priorities,495684,Canadian dollar,Senior Scientist,Darryl,,TRUE,2021-06-01,2022-06-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,World Heart Federation,Emerging Leaders Program,40000,United States dollar,Senior Scientist,Darryl,,TRUE,2014-04-01,2015-05-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Royal Australasian College of Physicians (The) (RACP),Fellowship in Medical Research,20000,Australian dollar,Senior Scientist,Darryl,,TRUE,2011-01-01,2011-02-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Juravinski Cancer Centre Foundation,Grant Competition,49612,Canadian dollar,Senior Scientist,Darryl,,TRUE,2019-01-01,2020-09-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Population Health Research Institute (PHRI),Grant Competition,50008,Canadian dollar,Senior Scientist,Darryl,,TRUE,2019-06-01,2020-06-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Heart and Stroke Foundation of Canada (HSFC),Grant-In-Aid,279128,Canadian dollar,Senior Scientist,Darryl,,TRUE,2018-06-01,2021-06-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Janssen Pharmaceutica Inc,IIT,164000,Canadian dollar,Senior Scientist,Darryl,,FALSE,2021-03-01,2024-09-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Novartis Canada Ltd,Investigator Initiated,97030,Canadian dollar,Senior Scientist,Darryl,,FALSE,2020-08-01,2023-09-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Tolmar Pharmaceuticals,Investigator-initated study grant,500000,Canadian dollar,Senior Scientist,Darryl,Tolmar Pharmaceuticals,FALSE,2022-01-01,2026-01-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Juravinski Cancer Centre Foundation,Jay Kuhn Memorial Hodgkin Research Award,36070,Canadian dollar,Senior Scientist,Darryl,,TRUE,2014-10-01,2016-05-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Prostate Cancer Canada,Movember Clinical Trials in Prostate Cancer,3500000,Canadian dollar,Senior Scientist,Darryl,,TRUE,2015-03-01,2017-02-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Pfizer Inc. (USA),NCCN Pfizer Myovant Quality Improvement Initiative: Understanding and Mitigating Cardiovascular Risk,250000,United States dollar,Senior Scientist,Darryl,,TRUE,2022-07-01,2025-07-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Hamilton Health Sciences Foundation,New Investigator Fund,25000,Canadian dollar,Senior Scientist,Darryl,,TRUE,2013-12-01,2016-12-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Hamilton Health Sciences Foundation,New Investigator Fund,40000,Canadian dollar,Senior Scientist,Darryl,,TRUE,2023-01-01,2024-01-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Hamilton Health Sciences Foundation,New Investigator Fund,42986,Canadian dollar,Senior Scientist,Darryl,,TRUE,2022-01-01,2023-01-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,National Health and Medical Research Council of Australia,Postgraduate Research Scholarship,100500,Australian dollar,Senior Scientist,Darryl,,TRUE,2008-02-01,2011-02-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,National Heart Foundation of Australia,Post-Graduate Research Scholarship,100500,Australian dollar,Senior Scientist,Darryl,,TRUE,2008-03-01,2011-02-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Australian National Health and Medical Research Council,Post-Graduate Research Scholarship,100500,Australian dollar,Senior Scientist,Darryl,,TRUE,2011-04-01,2013-03-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Cancer Research Society (The),Project Grant,120000,Canadian dollar,Senior Scientist,Darryl,,TRUE,2020-08-01,2022-08-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Canadian Institutes of Health Research (CIHR),Project Grant,990000,Canadian dollar,Senior Scientist,Darryl,,TRUE,2020-09-01,2024-09-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,CIHR,Project Grant,1327275,Canadian dollar,Senior Scientist,Darryl,CIHR,TRUE,2018-04-01,2022-05-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,National Heart Foundation of Australia,Research,2000,Australian dollar,Senior Scientist,Darryl,,TRUE,2010-05-01,2010-06-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Hamilton Health Sciences Foundation,RFA Research Strategic Initiative Program,299033,Canadian dollar,Senior Scientist,Darryl,,TRUE,2016-02-01,2019-02-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Hamilton Health Sciences Foundation,RFA Research Strategic Inititative Grant,299373,Canadian dollar,Senior Scientist,Darryl,,TRUE,2013-04-01,2016-03-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,Canadian Cancer Society,Survivorship Team Grant,2084321,Canadian dollar,Senior Scientist,Darryl,,TRUE,2019-12-01,2024-12-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,National Health and Medical Research Council of Australia,Training Fellowship,427104,Australian dollar,Senior Scientist,Darryl,,TRUE,2011-01-01,2015-12-01,FALSE,Internal - Investigator,Principal Investigator,
Leong,National Heart Foundation of Australia,Training Fellowship,427104,Australian dollar,Senior Scientist,Darryl,,TRUE,2011-01-01,2015-12-01,FALSE,Internal - Investigator,Principal Investigator,
LEVINE,Cancer Care Ontario,Cancer Care Ontario,860788,Canadian dollar,Other,Mark,,TRUE,2016-04-01,2020-03-01,FALSE,,,
LEVINE,Cancer Care Ontario,Cancer Care Ontario,1324437,Canadian dollar,Other,Mark,,TRUE,2016-04-01,2020-03-01,FALSE,,,
LEVINE,Cancer Care Ontario,Cancer Care Ontario,1739676,Canadian dollar,Other,Mark,,TRUE,2015-04-01,2020-09-01,FALSE,,,
LEVINE,Ontario Institute for Cancer Research (OICR),High Impact Clinical Trial Program,732774,Canadian dollar,Other,Mark,,TRUE,2010-01-01,2012-12-01,FALSE,,,
Lonn,National Institutes of Health (NIH) (USA),,510250,Canadian dollar,Senior Scientist,Eva,,TRUE,2007-03-01,2012-03-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Canadian Institutes of Health Research (CIHR),,1773500,Canadian dollar,Senior Scientist,Eva,,TRUE,2020-01-01,2022-01-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Eli Lilly Canada Inc.,(Protocol H9X-MC-GBDN),74428,Canadian dollar,Senior Scientist,Eva,,TRUE,2010-03-01,2012-02-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Eli Lilly & Co,ACCELERATE,336760,Canadian dollar,Senior Scientist,Eva,,TRUE,2012-10-01,2016-09-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Canadian Institutes of Health Research (CIHR),Canadian Atherosclerosis Imaging Network,177500,Canadian dollar,Senior Scientist,Eva,,TRUE,2010-02-01,2017-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Population Health Research Institute (PHRI),CANNeCTIN,90000,Canadian dollar,Senior Scientist,Eva,,TRUE,2009-10-01,2013-09-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Population Health Research Institute (PHRI),CANNeCTIN,90000,Canadian dollar,Senior Scientist,Eva,,TRUE,2009-10-01,2014-09-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Population Health Research Institute (PHRI),Career Award,150000,Canadian dollar,Senior Scientist,Eva,,TRUE,2010-07-01,2012-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Astra Zeneca Inc.,Clinical Trial,183600,Canadian dollar,Senior Scientist,Eva,,FALSE,2010-02-01,2014-12-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Bayer AG,Clinical Trial,306000,Canadian dollar,Senior Scientist,Eva,,TRUE,2012-10-01,2017-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Eli Lilly & Co,Clinical Trial,336760,Canadian dollar,Senior Scientist,Eva,,TRUE,2013-01-01,2017-12-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,"Hoffmann-la Roche Limited, Canada",Clinical Trial,353850,Canadian dollar,Senior Scientist,Eva,,FALSE,2010-02-01,2014-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Amgen (USA),Clinical Trial,1510045,Canadian dollar,Senior Scientist,Eva,,TRUE,2013-03-01,2018-02-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Heart and Stroke Foundation of Canada (HSFC),Grant-In-Aid,188617,Canadian dollar,Senior Scientist,Eva,,TRUE,2007-08-01,2009-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Heart and Stroke Foundation of Canada (HSFC),Grant-In-Aid,245705,Canadian dollar,Senior Scientist,Eva,,TRUE,2008-09-01,2010-09-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,GlaxoSmithKline,MACE,146000,Canadian dollar,Senior Scientist,Eva,,TRUE,2010-02-01,2014-06-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,GlaxoSmithKline,Major Adverse Cardiovascular Events (MACE,228410,Canadian dollar,Senior Scientist,Eva,,TRUE,2009-03-01,2013-09-01,FALSE,Internal - Investigator,Principal Investigator,
Lonn,Novartis Pharmaceuticals Corporation,Multicenter Clinical Trial,21400,Canadian dollar,Senior Scientist,Eva,,TRUE,2007-08-01,2009-07-01,FALSE,Internal - Investigator,Principal Investigator,
